X,rating_review,review,lang$detectedLanguage,lang
265,NA,"Sangat bagus dan mempermudah ,, tapi jangan ada bahasa inggrisnya dong, banyak yg tidak mengerti kan ",INDONESIAN,INDONESIAN
266,NA,"Lumaya membantu, tapi kenapa app, loading lama ya, padahal baru di perbaharui!! ",INDONESIAN,INDONESIAN
267,NA,nice ,ENGLISH,ENGLISH
269,NA,"Kurang suka pelayanan nya masa aku d suruh jalan kaki krna gojek gk mau jemput ke rmh , aneh ",MALAY,MALAY
270,NA,"Bagus lah GO-JEK di BOGOR mah enak"" orangnya... ",MALAY,MALAY
271,NA,Sngt membantu sekali dgn adanya gojek sukses selalu buat gojek ,MALAY,MALAY
272,NA,Perbanyak tukar poinnya ,MALAY,MALAY
273,NA,sip ,ENGLISH,ENGLISH
274,NA,Ini gojek 24 jam kah ? ,MALAY,MALAY
275,NA,Suka error di daerah jogja.. -_- ,INDONESIAN,INDONESIAN
276,NA,Adakah ansurasi yg diberikan kepada penumpang bila terjadi kecelakaan? ,MALAY,MALAY
277,NA,Tolong diperbaiki lagi aplikasi nya Kalo hujan atau long weekend gps suka ngaco suka dapat Driver nya jauh2 padahal yg mangkal lebih dekat banyak trus kadand saya pesen sekali tapi masuk ke beberapa driver ,MALAY,MALAY
278,NA,Tingkatan teruss kinerja nyaa. Semangaaat ,INDONESIAN,INDONESIAN
279,NA,Good. ,ENGLISH,ENGLISH
280,NA,gojek keren wkwkwkwk,INDONESIAN,INDONESIAN
281,NA,I like go-jek ,IRISH,ENGLISH
282,NA,Ok oc ,GALICIAN,ENGLISH
283,NA,Gojek gocar mantab ,MALAY,MALAY
284,NA,"Aplikasi yang tidak membantu, nyari driver terus, giliran udah dapat drivernya membatalkan ",INDONESIAN,INDONESIAN
285,NA,Jangan pakai Gojek atau pesan Go-food di Bandung saat PERSIB sedang tanding. Anda akan diabaikan... ,INDONESIAN,INDONESIAN
286,NA,"Thanks go jek, gue sangat terbantu dengan adanya aplikasi ini ",MALAY,MALAY
288,NA,"Untuk aplikasinya harap di lengkapi dengan chat online antara driver dan pemesan, sehingga tidak perlu sms,hal ini mempersulit jika kita mau pesan driver tapi pulsa kita sedang kosong. Terima kasih ",INDONESIAN,INDONESIAN
290,NA,"untuk wilayah kalsel tolong ratenya disesuaikan dan direvisi kembali ya, gojek mantab banget da ahh ",INDONESIAN,INDONESIAN
291,NA,"Aplikasi yg memudahkan kapanpun dimanapun..Murah, Cepet, Puas..tingkatkan lagi..",MALAY,MALAY
292,NA,Goo ,ENGLISH,ENGLISH
293,NA,Membantu keperluan sehari hari.. mantap ,MALAY,MALAY
294,NA,Saya Sedikit Sedih Karna Waktu Saya Order Malam Lama Banget Nunggu 30 Menit Baru Dapet Pada Lemot Lagi ,MALAY,MALAY
295,NA,"Terkadang gw merasa bersalah jika mas driver yang nelpon duluan ke gw. Padahal gw yang butuh kok malah dia yang rela ngabisin pulsa buat gw :'v Terus, kalo gw yang nelpon duluan ke mas driver rasany mending buat beli kuota ae :v Mending fitur chatny langsung in app pake kuota aja mas, biar sama sama gk merelakan pulsa :v ",INDONESIAN,INDONESIAN
296,NA,"Supaya kendaraan atau motor yang digunakan sehat, nyaman dan aman. ",INDONESIAN,INDONESIAN
297,NA,knpa si error padahal baru mau daftar aneh tolong dong diperbaikin ,INDONESIAN,INDONESIAN
298,NA,Adanya go jek pekerjaan menjadi ada n mudah ,MALAY,MALAY
300,NA,Knp sekarang susah nyari drive??? Lama bngt ngulang trs...pdhal dsekitar loaksi banyak terlihat ada drive tp ga ada yg mau ambil....tlg d tingkatkan... ,MALAY,MALAY
301,NA,Untuk driver : diharapkan membawa uang lebih untuk mempermudah proses pembayaran. ,INDONESIAN,INDONESIAN
302,NA,"Sangat membantu,memudahkan dan dan bermanfaat ",MALAY,MALAY
303,NA,Aplikasi yang wajib ada di ponsel. ,INDONESIAN,INDONESIAN
304,NA,"Sangat membantu, murah",INDONESIAN,INDONESIAN
306,NA,"Mulai error lagi,gak nyaman sekarang pakai gojek.sering lama loadingnya atau apalah..makin banyak pelanggan bukanya makin bagus malah makin gak memuaskan.enak naik angkot ",MALAY,MALAY
308,NA,No coment. Thisss perfectt ,ENGLISH,ENGLISH
309,NA,Sukaaaaa ,CROATIAN,ENGLISH
311,NA,"Tolong Kalau sama penumpang jgn banyak bertanya, jauh lg ya, jauh lg ya, kan sdh tertera dst alamatnya, khususnya gojek Medan, selebihnya pelayanannya bagus, tolong direvisi, trims sblmnya ",INDONESIAN,INDONESIAN
312,NA,Tambahin fitur foto..spy klo go shop bisa kirim pict barangnya ,INDONESIAN,INDONESIAN
313,NA,Baik pelayanannya ,INDONESIAN,INDONESIAN
314,NA,NaN,ENGLISH,ENGLISH
315,NA,NaN,ENGLISH,ENGLISH
316,NA,NaN,ENGLISH,ENGLISH
317,NA,NaN,ENGLISH,ENGLISH
318,NA,NaN,ENGLISH,ENGLISH
319,NA,NaN,ENGLISH,ENGLISH
320,NA,NaN,ENGLISH,ENGLISH
321,NA,NaN,ENGLISH,ENGLISH
322,NA,NaN,ENGLISH,ENGLISH
323,NA,NaN,ENGLISH,ENGLISH
324,NA,NaN,ENGLISH,ENGLISH
1,NA,"Kenapa setelah buat akun tdk bisa dpt credit starter ya? Kalau promo sharing referral id uda gak jln, baiknya note untuk sharing referral id dihapus saja agar customer tdk kecewa. Trims ",INDONESIAN,INDONESIAN
2,NA,"Gojek has improved! Keep it up, devs ",ENGLISH,ENGLISH
3,NA,Nike Tumundo Possumah,INDONESIAN,INDONESIAN
4,NA,Zeeb ,ENGLISH,ENGLISH
5,NA,Driver banyak yg gak liat maps jafi banyak nanya hehe..overall ok ,INDONESIAN,INDONESIAN
6,NA,"I've been using this app since the last 2015, this app and the company really helped a lot in this modern lifestyle, talking about the app, GoJek app always satisfying me personally. So keep up the good work GoJek Indonesia! ",ENGLISH,ENGLISH
7,NA,My gojek keep booking after i get reservation n already in my destination.. ,ENGLISH,ENGLISH
8,NA,Ok ,ENGLISH,ENGLISH
9,NA,Mantap ,INDONESIAN,INDONESIAN
10,NA,Memakan ram gede aplikasinya ,MALAY,MALAY
11,NA,"Abis update kmrn, play token nya error.. Ga muter, dan ga lanjut ke token berikutnya.. Pls fix.. ",MALAY,MALAY
12,NA,Good ,ENGLISH,ENGLISH
13,NA,Please no more expensive ,ENGLISH,ENGLISH
14,NA,lama bgt cari drivernya. Padahal ada banyak. ,INDONESIAN,INDONESIAN
15,NA,"Sekarang login nya susah banget, udh punya akun pas masuk katanya not authorized , tp pas bikin akun lagi katanya udh ada yg pake no telp itu jadi gmn kalau no telpnya emang satu? ",INDONESIAN,INDONESIAN
16,NA,Ilike ,ENGLISH,ENGLISH
17,NA,Very good ,ENGLISH,ENGLISH
18,NA,Superb bruhh ,SLOVENIAN,ENGLISH
19,NA,Error teruus ,ENGLISH,ENGLISH
20,NA,"Sejak update tambah worst...susah dpt driver baik itu go-car atau go-jek nya...map nya juga error ngak karuan,masih mendingan app yg model lama masih lumanyan ok ",MALAY,MALAY
21,NA,"Great app., user friendly & easy to use. ",ENGLISH,ENGLISH
22,NA,Tambahkan fitur chat dengan driver agar lebih muda menambahkan informasi setelah order. ,INDONESIAN,INDONESIAN
23,NA,Good services ,ENGLISH,ENGLISH
24,NA,"I am very disapointed, because it Very Hard to get the driver at office hours! ",ENGLISH,ENGLISH
25,NA,Love it ,ENGLISH,ENGLISH
26,NA,"Tolong diperbaiki, tadi pagi saya order gojek sekali,malah keorder 5 mana hp saya ditinggal baru tahu pas pulang ada 5 pesan baru dari driver bilang udah sampe lokasi, hadeuh... Habis dah pulsa buat sms minta maaf ke driver ",MALAY,MALAY
27,NA,Update: pesanan gocar atau gofood suka tiba2 hilang di aplikasi padahal sudah dapat. Nanti supirnya telpon baru ketauan kalau sebenarnya pesanannya masih aktif walaupun di halaman aplikasi hilang. Pls fix ,MALAY,MALAY
28,NA,"Very helpful, easy to use ",ENGLISH,ENGLISH
29,NA,Helpful. Yet there are rooms for improvement. 1. Driver's vehicle number. 2. Free chatting service with driver for better communication (this will really help both driver and user) ,ENGLISH,ENGLISH
31,NA,nge cancel go food tapi go pay ikut ke sedot juga,INDONESIAN,INDONESIAN
32,NA,"Saya di cancel pesanannya, oleh driver yg bernama supriyanto gatau juga tiba tiba di cancel ",MALAY,MALAY
33,NA,"THEY TOOK MY MONEY! Jadi saya coba pesen GO-FOOD karena sudah berkali-kali tanpa masalah. Tapi ini gak ada yg mau ambil orderan saya, jadi saya berkali-kali ulang orderannya, dan pakai GO-PAY. Kan pas mulai order pasti GO-PAY otomatis keambil kan, dan kalau gagal/dicancel, balik lagi. Ini saya tinggal sebentar karena gak dapet driver juga setelah sekian lama. Ternyata, muncul gambar merah bertuliskan ""Cannot Find Driver"", jarang"" kan? Saya tekan ""try again"". Eehhh, error. Ternyata, uang saya diambil sama GO-JEK. Saya coba complain, dijawab baru minggu depan kali. Saya taruh disini aja biar mereka sendiri liat, tapi ya, saya gak expect customer service GO-JEK se-rendah hati itu. ",INDONESIAN,INDONESIAN
34,NA,Sistem ordernya payah. Ordernya satu kali tetapi malah mendapatkan 2 driver bersamaan. Driver yang satunya jadi marah marah ke saya. Bagaimana bisa saat order kok ga ada validasi pengecekan double order/driver? Ini programmernya bisa kerja ga sih? Atau memang gojek tidak punya tim quality control/tester apps? ,INDONESIAN,INDONESIAN
35,NA,Customer service nya ga nyelesain masalah. Tiap di tlpn pasti dialihkan. Go pay ga masuk2. ,INDONESIAN,INDONESIAN
36,NA,Top Up Go Pay via transfer BCA gagal ,VIETNAMESE,ENGLISH
37,NA,Ok banget ,INDONESIAN,INDONESIAN
38,NA,"Sudah top up tapi tidak masuk saldo nya parah bgt, call center tidak bisa di hubungi. Bad banget ",INDONESIAN,INDONESIAN
39,NA,manyap soul ,WELSH,ENGLISH
40,NA,Good apps ,ENGLISH,ENGLISH
41,NA,Sangat membantu. ,INDONESIAN,INDONESIAN
42,NA,"Skarang suka susah dapet gojek, kebanyakan nunggu dan appny suka ga stabil, susah nyari driver jadiny ",MALAY,MALAY
43,NA,"Sebulan terakhir ini tiap order, banyak driver di sekitar lokasi tapi tidak ada yg pickup. Berkali-kali order juga tidak bisa menemukan driver. Sekalinya dapat dicancel driver karena jarak driver ke lokasi jauh. Bug, glitch, or what?? ",INDONESIAN,INDONESIAN
44,NA,"Pas saya dapet driver mau pesan go food, tiba2 driver nya cancel ga jelas, di history tidak tercatat juga. Saya ulang order, tiba2 aplikasi nya keluar sendiri dan gopay saya sudah terpotong.. :( ",INDONESIAN,INDONESIAN
45,NA,Sangat mempermudah usaha saya. ,INDONESIAN,INDONESIAN
46,NA,Sangat Membantu ,INDONESIAN,INDONESIAN
47,NA,Brilliant! Sangat amat membantu ,MALAY,MALAY
48,NA,Disabling refresh button just make it worst online service transportation.. I'll prefer Grab right now.. ,ENGLISH,ENGLISH
49,NA,The driver oftenly cancel the order if it's not fit their taste (distance and so on). They are so picky. Should give them penance for cancel customer order ,ENGLISH,ENGLISH
50,NA,"Pernah top up 100000 tapi ga masuk, hikhik, sering error pas order ",INDONESIAN,INDONESIAN
52,NA,Sering yg namanya pesen gk dapet driver sampe sejam ,INDONESIAN,INDONESIAN
54,NA,Goos ,ENGLISH,ENGLISH
55,NA,"Kalo hujan sering error. Udah gitu, pasti dapat driver yg jauh. Nganter cuma 2km,driver jemput dr lokasi yg lebih dari 5km. Udah gitu klo dicancel ya cancel, kok tiba2 pesanan ttp jalan. Kalo gini kan kasian drivernya. Jangan main2 sama mata pencaharian orang. ==== Belum pernah bermasalah secara personal sama driver (semoga nggak), dan bagusnya gojek krn ada gopay. ",MALAY,MALAY
56,NA,"Di Kota Malang, untuk mendapat drivernya sangat sulit dan memakan waktu lama ",INDONESIAN,INDONESIAN
57,NA,Thank you ,ENGLISH,ENGLISH
58,NA,Problem on topping up gopay. Disappointed ,ENGLISH,ENGLISH
59,NA,Cacat ,ROMANIAN,ENGLISH
60,NA,"Sangat membantu dan berguna, kalau bisa adain GO Laundry dongg wkwkw biar lebih mantep dan sukses. Moga ada yaa hehe ",INDONESIAN,INDONESIAN
61,NA,Aplikasi yang bagus meski terkadang di daerah2 tertentu sulit untuk mendapat driver yang mau ambil order atau kadang bermasalah soal lokasi yg belum ada di maps.... ,INDONESIAN,INDONESIAN
62,NA,Aplikasinya error sy udh oesen tapi di riwayatnya kosong sy udh pesen lagi tbtb ada druver nelpon minta di cancek gamau jelek sekali aplikasinya ,MALAY,MALAY
63,NA,abis version update hari ini ngadat2! bisnis lumpuh. ,MALAY,MALAY
64,NA,"Jak update trakhir, malah g bisa ngerate driver, mohon d improve lgi, jgn malah kyk downgrade ",ENGLISH,ENGLISH
65,NA,Cant use go pay after update. Took longer waiting time after update ,ENGLISH,ENGLISH
66,NA,Go pay nya error :( ,SWEDISH,ENGLISH
67,NA,saldo gopay saya tiba tiba hilaaangg ,MALAY,MALAY
68,NA,"Selalu deh setiap abis update pasti ke logout sendiri, terus pas mau login lg susah-_- but servicesnya ok ok aja ",INDONESIAN,INDONESIAN
69,NA,"Gojek helped me a lot, thanks! ",ENGLISH,ENGLISH
70,NA,"Kalau sudah hujan atau baru selesai hujan, pesen gojek atau gofood bisa lamaa banget.. apalagi pesen gofood dapet drivernya jauh dr lokasi rm, kan kasihan . Kadang sering dicancel kadang ada yg menyanggupi. Tolong dong diperbaiki, padahal sinyal hp 4g meskipun hujan. ",MALAY,MALAY
71,NA,Mantap gan! ,INDONESIAN,INDONESIAN
72,NA,Ini kok ga mau kebuka aplikasinya ya ? ,INDONESIAN,INDONESIAN
73,NA,ok ,ENGLISH,ENGLISH
74,NA,Good job ,ENGLISH,ENGLISH
75,NA,Good app ,ENGLISH,ENGLISH
76,NA,"Please fix the bug. I only booked for one driver. And there were 5 drivers that respond. While i going to cancel them, there was no progress in process. So they had to cancel it themselves. ",ENGLISH,ENGLISH
78,NA,"Yg jengkelin tuh pas lg laper pesen gofood ,dapet drivernya kyk kampred udah di tungguin lama tau2 dicancel.. Kan goblok tuh driver,,,,, ",MALAY,MALAY
79,NA,Very useful ,ENGLISH,ENGLISH
80,NA,"Tolong di update, untuk hape saya asus zenfone 3 stuck di bagian awal saat logo gojek setelah system update, saya tunggu berhari-hari tidak ada update baru.. ",INDONESIAN,INDONESIAN
81,NA,Maaping not good ,ENGLISH,ENGLISH
82,NA,Updatean terbaru semakin baik. tolong ketika ada customer cancel. Reputasi driver jangan dikurangin. kasian ,MALAY,MALAY
83,NA,Mantab... jos gandos ,FINNISH,ENGLISH
84,NA,This application helps me a lot ;) ,ENGLISH,ENGLISH
85,NA,"I love this application, but i had experienced my gopay balance was deducted different from the transaction. So confusing ",ENGLISH,ENGLISH
86,NA,The updated one isnt sending me any notifications regarding my order ,ENGLISH,ENGLISH
87,NA,"Perfect , semuanya serba simpel ",INDONESIAN,INDONESIAN
88,NA,my go pay & go point was unable to load after the last update ,ENGLISH,ENGLISH
89,NA,Love ,ENGLISH,ENGLISH
90,NA,Duit ilang mulu ,TAGALOG,ENGLISH
91,NA,"top up saldo gak masuk ,, gimana nih go-jek? ",INDONESIAN,INDONESIAN
92,NA,Excelent ,TURKISH,ENGLISH
93,NA,**Updated** Top Up Go Pay via transfer BCA gagal 2 kali 30 menit kemudian baru masuk top up setelah komplain ,INDONESIAN,INDONESIAN
94,NA,Sometimes the app always error ! ,ENGLISH,ENGLISH
95,NA,Banyakan error ga bisa liat delivery nya aneh app busuk ,INDONESIAN,INDONESIAN
96,NA,Kenapa sy isi go pay via bca mobile kok ga masuk????? ,INDONESIAN,INDONESIAN
97,NA,"Gojek makin , tolong di update untuk yg sudah tdk ada, contohnya resto A di lokasi B ternyata sudah tutup, kasian drivernya capek2 tanpa hasil. Semoga semakin sukses & membantu banyak masyarakat ",INDONESIAN,INDONESIAN
98,NA,"Parah,sering error walaupun sudah install ulang aplikasi,walaupun sudah update,walaupun sudah log in ulang,sudah telepon berkali-kali ke operator,masalah error masih sering terjadi. Ga bisa naik gojek,hanya bisa gosend. Aneh ",MALAY,MALAY
99,NA,Wonderful ,ENGLISH,ENGLISH
100,NA,"About Go Pay.. I have problem with the go pay.. this is the second time my top up didn't recognize. In my internet banking said that the top up is successfull but when I check in Go Jek app, it's still like before.... why?... why?... ",ENGLISH,ENGLISH
101,NA,Percuma ada kolom deskripsi klo ga bs dibaca ,INDONESIAN,INDONESIAN
102,NA,Great app ,ENGLISH,ENGLISH
103,NA,"Parah nih, singkat kata go pay gw ada 50rb.. Pas order go food tulisannya unable to order go food..tapi saldo go pay gw ilang sisa Rp 0 !!!!!! ",ENGLISH,ENGLISH
104,NA,Kebanyakan kalau bayar pakek gobay jrang ada yang ngerespon Tpi kalau bayr pakek cash cepet kali ngeresponya Kerja kok pilih pilih ,MALAY,MALAY
105,NA,Sangat berguna ,INDONESIAN,INDONESIAN
106,NA,Manatap... ,ROMANIAN,ENGLISH
107,NA,"Good app ",ENGLISH,ENGLISH
108,NA,"Lumyan, cuma pengemudi kadang tdk safety ruding ( pakai sandal ) ",MALAY,MALAY
109,NA,nice ,ENGLISH,ENGLISH
111,NA,Drivernya lelet ,INDONESIAN,INDONESIAN
112,NA,Tolong ,ENGLISH,ENGLISH
113,NA,Terimakasih go jek ,MALAY,MALAY
114,NA,Joss gandos!! ,ENGLISH,ENGLISH
115,NA,Goof ,ENGLISH,ENGLISH
116,NA,Sangat memuaskan ,INDONESIAN,INDONESIAN
117,NA,Susah cari posisi driver yg dkat...nunggunya lama bgt ,INDONESIAN,INDONESIAN
118,NA,Keren ,DUTCH,ENGLISH
119,NA,Bagus..cuman nunggu sebentar langsung di jemput ,INDONESIAN,INDONESIAN
120,NA,Carikan driver yg terdekat ,MALAY,MALAY
121,NA,Terkadang error ,INDONESIAN,INDONESIAN
122,NA,Aplikasinya Kerenn Bangettt!! Sangat Bergunaa Menurut Sayaa ,MALAY,MALAY
123,NA,Respon kadang cepat kadang lambat ,MALAY,MALAY
124,NA,Bagus bingits ,ENGLISH,ENGLISH
125,NA,kalau bisa pakai fitur chat dan telpon pake apps dong jangan sms ... suka ribet ,INDONESIAN,INDONESIAN
126,NA,Mantab ,TAGALOG,ENGLISH
127,NA,"Parah makin kemari,, makin paraah nh gojek,, kecewa gua,, Masa gua pesen gocar, blom juga nganter,, di hp,, driver anda sedang mengantar,, WOYY LO NGANTER APAAN??? SETAN APA KUNTI,, gua ajj blm naek,, udh mngantar anda,, udah gttu saldo gopay gua kepotong lagi,, balikin saldo gopay gua 15RB,, SETAN,, Admin tolong perbaikin kinerja driver,, Lama2 gua pindah ajj nh ke GRAB,, Payaaah,, MENGECEWAKAN",MALAY,MALAY
128,NA,ok dehhh ,TAGALOG,ENGLISH
129,NA,gojek mulai mahal. dan drivernya kadang mau pada aneh. saya beberapa kali pesan gofood harga sudah dinaikan diaplikasi si drivernya menaikan juga di struk pembayaran dan menaikan ongkir (tdk sesuai dgn yg diaplikasi). tolong kebijkan dr gofoodnya diperbaiki untuk para drivernya. kalau tiba tiba di cancel dr pembelinya kasihan utk drivernya yg sudah keluar uang. tapi drivernya sprti ini. kalau sama sama drivernya jujur dan pembeli (customer) jg pengertian kok. itu aja ,MALAY,MALAY
130,NA,Kalo bisa ditingkatkan lagi pelayanan nya supaya kita yang sekarang merasa puas akan lebih puas kalo pelayanan nya ditingkatkan lagi ,MALAY,MALAY
131,NA,Lumayan banget hemat sampe 50% gw yg harus nya pulang pergi sekolah total 40rb sekarang cuma 22rb mantab jiwa banget :v ,INDONESIAN,INDONESIAN
132,NA,"Kemaren saya tranfer via atm mau isi gopay, waktu transfer sukses tapi pas di cek ga ada di aplikasinya penambahan gopay ",INDONESIAN,INDONESIAN
133,NA,Menolong semua kegiatan saya ,INDONESIAN,INDONESIAN
134,NA,Kebantu pas lagi kepepet ,MALAY,MALAY
135,NA,Sippp deh ,ENGLISH,ENGLISH
136,NA,Parah.aplikasi ga masuk<b2>. . semkain buruk. ,INDONESIAN,INDONESIAN
137,NA,"Saya pesan go car, masak sudah saya cancel saya di maki2 dy perkataan kotor, saya sangat kecewa Saya tidak akan naik gojek, atau lun gocar lagi tudakvada sopan santun nya ni driver, memalukan, Tolong di jaga cakap mulut driver anda, saya sangat kecewA ",MALAY,MALAY
138,NA,Kasi bintang 3 dulu ,MALAY,MALAY
139,NA,Sngt. Mngtungkn msyarkt ,DUTCH,ENGLISH
140,NA,"Gojek sangat membantu mau kemana pun ,apapun dan dimana pun... Terimakasih gojek karya anak bangsa ",MALAY,MALAY
142,NA,Tidak bisa merubah akun ,INDONESIAN,INDONESIAN
143,NA,"Gojek pelayanan nya jelek, driver jarang ada yg ramah, kalo order nunggu nya lama.. Tolong dong di tingkatin lagi pelayanan nya ",MALAY,MALAY
145,NA,"Mantep, adek saya mau ujian nunggu angkot lama Ada gojek jadi kagak telat Nagi ane hehe mantepppp",MALAY,MALAY
146,NA,Cukup membantu ,INDONESIAN,INDONESIAN
147,NA,Penerimaan drivernya lama ,INDONESIAN,INDONESIAN
148,NA,"susah cari driver go food, bikin keseel... ",MALAY,MALAY
149,NA,Mantap.... ,INDONESIAN,INDONESIAN
150,NA,Bagus juga sih A ,INDONESIAN,INDONESIAN
151,NA,sudah bagus tinggal tambahin plat no driver. ribet nyari nya kalo di tengah kerumunan opang & ojek online.seringkali gitu di St Kemayoran. ,INDONESIAN,INDONESIAN
152,NA,tambah in chat dgn driver donk ,INDONESIAN,INDONESIAN
153,NA,Sangat membantu ,INDONESIAN,INDONESIAN
154,NA,Go-jek sangat membantu ,MALAY,MALAY
155,NA,Semuanya udah bagus cuma seharusnya gojek dan go life dijadikan 1 aplikasi saja jadi tidak harus 2 kali download dan juga tidak menghabiskan memori di android ,MALAY,MALAY
156,NA,"Sarana dan kemudahan yg ditawarkan oleh gojek seharus ditunjang dgn manajemen yg bagus, jujur sy baru pertama x mengunduh aplikasi ini krn didaerah saya sudah ada gojek. Ketika saya pergunakan utk go food nya namun berkali2 pesenan sy gagal lantaran ga ada driver nya, nah bagaimana ini? 1 lg mohon klo bs makanan yg gagal itu bs dibatalkan atau ada opsi delete nya biar jumlah nya ga numpuk dan bayarnya ga jd banyak. ",INDONESIAN,INDONESIAN
157,NA,Dengan adanya Go Jek semua jadi mudah. Terus tingkatkan kualitas pelayanannya :) ,INDONESIAN,INDONESIAN
158,NA,"Kenapa sekarang kalo mau order suka lama ya, padahal sudah pembaruan ",INDONESIAN,INDONESIAN
159,NA,Coba kaya grab bisa chat langsung lewat aplikasinya jadi gausah pake pulsa lg untuk tlfn atau sms ,INDONESIAN,INDONESIAN
160,NA,"Bersyukur banget ada layanan seperti ini, selalu ada saat-saat dibutuhkan..trimakasij ",INDONESIAN,INDONESIAN
161,NA,Goods job ,ENGLISH,ENGLISH
162,NA,Sudah bagus koq lebih ditingkatkan lagi saja biar pelanggan tidak kecewa. Gojek sangat membantu saya terimakasih,MALAY,MALAY
165,NA,top ,ENGLISH,ENGLISH
166,NA,"Memudahkan urusan.. tingkatkan terus kualitasnya, seperti penumpang wanita di pick oleh driver wanita juga, terus pilihan mobil yang tersedia kemudian dipilih oleh penumpang sesuai keinginan.. ",INDONESIAN,INDONESIAN
167,NA,Aplikasi GO-JEK entah kenapa akhir2 ini di hp saya stiap kali memesan GO-RIDE dengan pembayaran fitur GO-PAY saya tidak bisa me-rate driver tersebut (tapi saya tidak tahu apakah masalah ini dri GO-JEK atau hp saya) shingga saya harus melakukan reset data di pengaturan hp saya untuk kembali ke beranda GO-JEK yg cukup memakan waktu . Selain itu problem yg saya alami yaitu proses loginnya yg sringkali berbeda dri biasanya (dimana kita diminta memasukkan nomor hp untuk dikirim verifikasi) namun sringkali sms nya lama masuk dan ktika kita mau login lgi malah diblokir slama 30 menit karna trlalu banyak login.. Menurut saya aplikasi ini sangat membantu dan bermanfaat bagi siapapun tpi sebagai customer saya harap semoga kedepannya aplikasi ini bisa dikembangkan lebih baik shingga lebih efisien dan dapat lbih mudah diakses oleh siapapun manfaatnya.trimakasih ,INDONESIAN,INDONESIAN
168,NA,bagus ,INDONESIAN,INDONESIAN
169,NA,Mempermudah ,INDONESIAN,INDONESIAN
170,NA,lila download nya anjin9 batur keur buru buru goblok lila anjing ,MALAY,MALAY
171,NA,Gojek memang sangat membantu ,MALAY,MALAY
172,NA,Okee ,ENGLISH,ENGLISH
173,NA,Sangat bermanfaat. ,INDONESIAN,INDONESIAN
174,NA,"Mau tanya, masa aku kan tadi baru aja pesan go food, udh nunggu skitar 10-15menit lebih, padahal alamatnya deket, trus ada pemberitahuan kalo driver canceled berati drivernya yg nge cancel kan, trus nanti kalo tiba tiba pak go food nya dateng bawa pesanan, padahal aku dah pesan lagi gmn dong? Masa iya aku bayar 22 nyaa, ihh aneh!! Perbaiki pemberitahuan nya! ",MALAY,MALAY
175,NA,"Bagus banget kali mau kemana"" tinggal aja mesan cpt lagi ",MALAY,MALAY
176,NA,Masih banyak driver yang belum mengerti alamat dan lokasi bahkan tidak dppan terhafap konsimen ,INDONESIAN,INDONESIAN
177,NA,Sangat membantu saya sebagai pengangguran... semoga succes trus gojek indonesia ,INDONESIAN,INDONESIAN
178,NA,Aplikasi loading terus jd tdk bisa order apapun. ,INDONESIAN,INDONESIAN
179,NA,"Selama ini tidak ada masalah, hanya karena tidak pakai jaket seragam Gojek jadi agak bingung drivernya yg mana. ",INDONESIAN,INDONESIAN
180,NA,"Go jek ada yang tidak ramah ketika mendapat rute jauh dan hanya bayar murah dengan go pay, ",MALAY,MALAY
181,NA,Sep ,ENGLISH,ENGLISH
182,NA,"Tetap konsisten ya,trus yg terbaik ",INDONESIAN,INDONESIAN
183,NA,"Setiap pesan gofood selalu mencari diriver, jarang banget yg mau ambil orderan ",MALAY,MALAY
184,NA,Noce ,ENGLISH,ENGLISH
185,NA,Luar biasa ,MALAY,MALAY
186,NA,Kadang.di saat jam kerja lama.dpt.nya ,INDONESIAN,INDONESIAN
187,NA,Thanks ,ENGLISH,ENGLISH
188,NA,Makai apps ini buat bisnis online angkut angkut barang pake gobox nya. Eh buyer cancel. Ini ga bisa canxel asoeee ,INDONESIAN,INDONESIAN
189,NA,Kok sering pembaharuan sekarang.. byte nya jadi besar sekali melebihi facebook... kapasitas hp udh penuh bang...,INDONESIAN,INDONESIAN
190,NA,Good delivery order ,ENGLISH,ENGLISH
191,NA,Hey GOJEK! JIKA HUJAN APLIKASI MU TIDAK BERGUNA ! ,ENGLISH,ENGLISH
192,NA,Kok gk bisa yah pas di perbarui sistem nya ,INDONESIAN,INDONESIAN
193,NA,...makasih gojek..aq dpt saldo otomatis 50rb..trimkasih bnyk ,INDONESIAN,INDONESIAN
194,NA,"Membantu banget tq, tpi please abang drivernya kgd kalau mau isi go pay gk tersedia jd kecewa ",MALAY,MALAY
195,NA,Kinerja aplikasinya buruk dan go shop telah berhenti ,INDONESIAN,INDONESIAN
196,NA,sip sangat membantu ,INDONESIAN,INDONESIAN
197,NA,"Parah mau liat history transaksi di gopay eror ,mau narik saldo gopay udh 2 hri ga di kirim kirim ",INDONESIAN,INDONESIAN
198,NA,Kode OTP gabisabisa mulu njir,MALAY,MALAY
199,NA,Teman sy transfer gopay tapi kok belum masuk..?? ,INDONESIAN,INDONESIAN
200,NA,Gf ,ENGLISH,ENGLISH
201,NA,Top up gopay via atm kok ga masuk2 di akun saya yah.. di telepo juga susah..gimana nih? ,INDONESIAN,INDONESIAN
202,NA,Hoax. Cashtree mana yg cash 2000 nya. ,MALAY,MALAY
203,NA,saya isi gopay blm masuk padahal no sdh bener ,INDONESIAN,INDONESIAN
